title: Wind Of Change | artist: Scorpions | time: 4:44 | link: www.youtube.com/watch?v=n4RjJKxsamQ
title: Sober | artist: Cheat Codes | time: 2:43 | link: www.youtube.com/watch?v=bMuNSl7Greg
title: Sua Cara | artist: Major Lazer | time: 2:47 | link: www.youtube.com/watch?v=omzk3klIy0E
title: Friend Of Mine | artist: Avicii | time: 2:41 | link: www.youtube.com/watch?v=diKTMKltATk
title: YES | artist: Sam Feldt ft. Akon | time: 2:41 | link: www.youtube.com/watch?v=wxqGq6Bw5xM
title: You're The Best Thing About Me | artist: Kygo vs U2 | time: 4:50 | link: www.youtube.com/watch?v=XqwIP1_jY-0
title: Never let you go | artist: Mosimann | time: 3:07 | link: www.youtube.com/watch?v=0Zpdf2r9-hY
title: Find Me | artist: Marshmello | time: 3:08 | link: www.youtube.com/watch?v=ymq1WdGUcw8
title: Would You Ever | artist: Skrillex & Poo Bear | time: 3:42 | link: www.youtube.com/watch?v=r-SurvChGFk
title: Those Lights | artist: CMC$ ft. Stevie Appleton | time: 3:07 | link: www.youtube.com/watch?v=o-NlezLCI_c
title: Not That Old | artist: Hey, Brothers!, & Almy | time: 3:41 | link: www.youtube.com/watch?v=YJBrDqR3iV0
title: Where The Water Ends | artist: VINAI & Anjulie | time: 2:51 | link: www.youtube.com/watch?v=atut75ZAbjY
title: Sun Goes Down | artist: Bruno Martini | time: 3:28 | link: www.youtube.com/watch?v=5bin06FJIc0
title: Fade Away | artist: Sam Feldt x Lush & Simon feat. INNA | time: 2:49 | link: www.youtube.com/watch?v=VgoLEuzwAhU
title: Your Power | artist: WAO, GANNAH | time: 3:20 | link: www.youtube.com/watch?v=LGKY550oenI
title: Step Ahead | artist: Liu | time: 3:19 | link: www.youtube.com/watch?v=0rU9S97doj8
title: Jetlag | artist: Mike Williams x Brooks | time: 2:41 | link: www.youtube.com/watch?v=sJpwOVWlk8c
title: Harder | artist: Tiësto & KSHMR ft. Talay Riley | time: 3:14 | link: www.youtube.com/watch?v=f_ecaxhGkwM
title: Don't Let Go | artist: Don Diablo | time: 3:13 | link: www.youtube.com/watch?v=dNfU2vjecz4
title: La Vie En Rose | artist: DJ Antoine | time: 3:31 | link: www.youtube.com/watch?v=OzYW_VzGleQ
title: Later | artist: Vintage Culture & Ricci | time: 3:35 | link: www.youtube.com/watch?v=iDkvli7Q09c
title: Glowing | artist: FTampa | time: 3:39 | link: www.youtube.com/watch?v=L46rfgUQ7nQ
title: Feel Good | artist: Felix Jaehn, Mike Williams | time: 2:46 | link: www.youtube.com/watch?v=jh-uM1V1wCQ
title: Attention | artist: Charlie Puth | time: 4:42 | link: www.youtube.com/watch?v=Lm0Oq2ti_LM
title: Honest | artist: The Chainsmokers | time: 3:37 | link: www.youtube.com/watch?v=i36rFagrfso
title: Eye Of The Tiger | artist: Chris Meid | time: 2:57 | link: www.youtube.com/watch?v=DxO4r0lRT7s
title: Heartline | artist: Craig David | time: 3:14 | link: www.youtube.com/watch?v=V-_HM2bRa0E
title: You Might | artist: Curtis Alto feat. Julia Anrather | time: 2:41 | link: www.youtube.com/watch?v=RvvixAbzteI
title: New World | artist: Krewella, Yellow Claw | time: 2:43 | link: www.youtube.com/watch?v=ruRvc4huFkE
title: Get Some | artist: Ghosted | time: 3:59 | link: www.youtube.com/watch?v=ag_9MsoErQc
title: Raf | artist: Deeperise | time: 4:04 | link: www.youtube.com/watch?v=9I16FhnSa-c
title: Fortune | artist: Krewella | time: 3:10 | link: www.youtube.com/watch?v=S4tSM44dnC4
title: One On One | artist: Tujamo feat. Sorana | time: 3:14 | link: www.youtube.com/watch?v=Y19FzsqM1as
title: We Are Legends | artist: Hardwell & KAAZE & Jonathan Mendelsohn | time: 3:21 | link: www.youtube.com/watch?v=1hCx4tEzk8k
title: Lit | artist: Steve Aoki & Yellow Claw | time: 2:53 | link: www.youtube.com/watch?v=TWBb1eMatZA
title: Gone | artist: Mr Probz | time: 4:00 | link: www.youtube.com/watch?v=iAtZw8JnG4A
title: True Feeling | artist: Galantis | time: 4:12 | link: www.youtube.com/watch?v=bB7enz_9ILw
title: STARS | artist: Ahzee | time: 3:15 | link: www.youtube.com/watch?v=GAQLpRtGwTE
title: Chakra | artist: W&W x Vini Vici | time: 6:20 | link: www.youtube.com/watch?v=tK_1g7nNt90
title: Ready For Action | artist: Dimitri Vegas & Like Mike | time: 3:48 | link: www.youtube.com/watch?v=mwGTxvfGWP0
title: Good Day | artist: Yellow Claw | time: 4:12 | link: www.youtube.com/watch?v=RyMqplmQ_fE
title: Badam | artist: Hardwell & Henry Fong feat Mr. Vegas | time: 3:12 | link: www.youtube.com/watch?v=3fxOicR8F68
title: Monday | artist: Vintage Culture & Felguk & Le Dib | time: 3:16 | link: www.youtube.com/watch?v=-Pj1-Fh-HAs
title: Young | artist: The Chainsmokers | time: 3:45 | link: www.youtube.com/watch?v=z6nfK_zhYNk
title: Cozee | artist: DVBBS | time: 3:14 | link: www.youtube.com/watch?v=0-LHEtfbIaM
title: Come To Me | artist: Sharon Doorson & Rochelle feat. Rollan | time: 3:37 | link: www.youtube.com/watch?v=o9HKQ0vfPJ8
title: DJ Is Your Second Name | artist: C-BooL | time: 3:43 | link: www.youtube.com/watch?v=HhcxAgu9fPU
title: Love Is A Temple | artist: Alok | time: 3:35 | link: www.youtube.com/watch?v=g_c-EsXGeQA
title: F*ck They | artist: SOFI TUKKER | time: 3:01 | link: www.youtube.com/watch?v=cYeFSbKOTOg
title: Night Call | artist: Steve Aoki | time: 4:03 | link: www.youtube.com/watch?v=Sa7GSJJ_lOo
title: Indian Summer | artist: Jai Wolf | time: 4:16 | link: www.youtube.com/watch?v=qbGZDEFHBmc
title: Save Me | artist: Mahmut Orhan | time: 2:53 | link: www.youtube.com/watch?v=FZ_paWpT9Mo
title: Sunny Days | artist: Armin van Buuren feat. Josh Cumbee | time: 3:31 | link: www.youtube.com/watch?v=Nt4fp43U2ys
title: On My Mind | artist: Disciples | time: 3:21 | link: www.youtube.com/watch?v=z_1WcUAcbgQ
title: Golden Pineapple | artist: Jay Hardway | time: 2:46 | link: www.youtube.com/watch?v=CY1l0XoWNvk
title: Two Of Us | artist: Inquisitive | time: 3:10 | link: www.youtube.com/watch?v=c1daSA5fOkY
title: Came Here for Love | artist: Sigala, Ella Eyre | time: 3:23 | link: www.youtube.com/watch?v=Uq8fE3kKIBk
title: Alien Technology | artist: HI-LO & ALOK | time: 3:44 | link: www.youtube.com/watch?v=o9LmVEwjnuY
title: All My Love | artist: Cash Cash | time: 3:13 | link: www.youtube.com/watch?v=HYrvDBgKAPo
title: Coco’s Miracle | artist: Fedde Le Grand and Dannic vs. Coco Star | time: 3:08 | link: www.youtube.com/watch?v=tRGiUpr66sY
title: Where Did You Go | artist: Regi | time: 3:06 | link: www.youtube.com/watch?v=9fJAfHJDbdg
title: Don't Wanna Wake Up | artist: Capital Kings | time: 3:49 | link: www.youtube.com/watch?v=M6p35kaRgbw
title: Your Song | artist: Rita Ora | time: 3:37 | link: www.youtube.com/watch?v=Sw8cwloR8Go
title: Better | artist: Dirtyloud | time: 3:25 | link: www.youtube.com/watch?v=RzTUbrYgiQM
title: Here With You | artist: Lost Frequencies & Netsky | time: 2:40 | link: www.youtube.com/watch?v=8IiVqwpQLYw
title: Real Life | artist: Duke Dumont x Gorgon City | time: 3:58 | link: www.youtube.com/watch?v=rmwArYsGzdY
title: VillaMix | artist: Alok feat. Matheus & Kauan | time: 3:21 | link: www.youtube.com/watch?v=Hbypcc95hlc
title: Pumped Up | artist: Klingande | time: 3:19 | link: www.youtube.com/watch?v=Mpbbvs1S1rg
title: Moving On | artist: Marshmello | time: 3:00 | link: www.youtube.com/watch?v=yU0tnrEk8H4
title: Mi Corazón | artist: DJ Sem | time: 3:02 | link: www.youtube.com/watch?v=lWrz8r3ghjY
title: Electric Touch | artist: A R I Z O N A | time: 3:44 | link: www.youtube.com/watch?v=7diWMErlYbM
title: So Bad | artist: VINNE & SoFly | time: 5:48 | link: www.youtube.com/watch?v=HDdAjlLC9tM
title: Infinito Particular | artist: Silva | time: 2:41 | link: www.youtube.com/watch?v=Q0Ug5d_Mj48
title: You Don't Know Me | artist: Jax Jones | time: 3:32 | link: www.youtube.com/watch?v=WH9C6oLEtOg
title: You | artist: Borgeous | time: 3:54 | link: www.youtube.com/watch?v=BUkxblJ-rIY
title: First Time | artist: Kygo & Ellie Goulding | time: 3:15 | link: www.youtube.com/watch?v=OlH1RCs96JA
title: Be Mine | artist: Ofenbach | time: 2:56 | link: www.youtube.com/watch?v=oNWOC_Pvo4w
title: Sunrise | artist: Dubdogz, iLicris | time: 3:55 | link: www.youtube.com/watch?v=5UjQEdOV0Xg
title: Let Me Go | artist: No Method | time: 3:32 | link: www.youtube.com/watch?v=lcOtPV352H8
title: Solo Dance | artist: Martin Jensen | time: 3:34 | link: www.youtube.com/watch?v=ginBV6aeVlc
title: BOOM | artist: Tiësto & Sevenn | time: 2:35 | link: www.youtube.com/watch?v=tSJSVmfaMCs
title: Alone | artist: Alan Walker | time: 2:44 | link: www.youtube.com/watch?v=1-xGerv5FOk
title: Say Less | artist: Dillon Francis | time: 4:29 | link: www.youtube.com/watch?v=jMb6jkeNOBg
title: Without U | artist: Steve Aoki & DVBBS | time: 3:49 | link: www.youtube.com/watch?v=1jLVlLOdKx8
title: Don't Shoot | artist: Showtek & GC | time: 3:36 | link: www.youtube.com/watch?v=8CRGYBaEhYU
title: Another Life | artist: Afrojack & David Guetta ft. Ester Dean | time: 3:31 | link: www.youtube.com/watch?v=ivxPepDyqmI
title: Heartbeat | artist: Dirtyloud | time: 3:11 | link: www.youtube.com/watch?v=nVe4A_JeH_A
title: Boy Oh Boy | artist: Alexandra Stan | time: 3:20 | link: www.youtube.com/watch?v=g6w53kGIqq0
title: Give Me Love | artist: Remady, Manu-L | time: 2:58 | link: www.youtube.com/watch?v=tdU2Q6uIs0M
title: Caskets | artist: Party Favor & NJOMZA | time: 3:04 | link: www.youtube.com/watch?v=TkUOsAGnfrk
title: Sky | artist: Alan Walker & Alex Skrindo | time: 3:33 | link: www.youtube.com/watch?v=fwUqWgHMlyo
title: Llama In My Living Room | artist: AronChupa, Little Sis Nora | time: 3:50 | link: www.youtube.com/watch?v=l-sZyfFX4F0
title: Move Like That | artist: Alesso | time: 2:59 | link: www.youtube.com/watch?v=QX5tGqBPspM
title: Al Pacino | artist: Timmy Trumpet & Krunk! | time: 3:23 | link: www.youtube.com/watch?v=CXyopI2b77c
title: Friday Night‬‬‬ | artist: Vigiland | time: 3:09 | link: www.youtube.com/watch?v=qGf6QFB_rEI
title: Up Till Dawn | artist: Lucas & Steve | time: 3:40 | link: www.youtube.com/watch?v=xmdOcRjXjoA
title: Hold Me | artist: R3hab | time: 2:41 | link: www.youtube.com/watch?v=yQYfo0NPQGA
title: Let Me Love You | artist: DJ Snake | time: 3:26 | link: www.youtube.com/watch?v=euCqAq6BRa4
title: Lost Generation | artist: RICCI | time: 3:46 | link: www.youtube.com/watch?v=FJYVXcJHnHE
title: Loved by U | artist: Melih Aydogan | time: 3:08 | link: www.youtube.com/watch?v=0k4jsaOhGRI
title: Walk Away | artist: LVNDSCAPE ft. Kaptan | time: 3:11 | link: www.youtube.com/watch?v=haJcvr3IfqE
title: Rockabye | artist: Clean Bandit | time: 4:14 | link: www.youtube.com/watch?v=papuvlVeZg8
title: Ibiza 77 | artist: Oliver Heldens | time: 3:45 | link: www.youtube.com/watch?v=BhaMDOW0hQY
title: Issues | artist: Julia Michaels | time: 3:07 | link: www.youtube.com/watch?v=4IefnBAiu64
title: Just Hold On | artist: Steve Aoki & Louis Tomlinson | time: 3:28 | link: www.youtube.com/watch?v=Vt4Tq89R8u0
title: Sunset Lover / Part 2: North America | artist: Petit Biscuit | time: 3:35 | link: www.youtube.com/watch?v=4fQeaM62mOY
title: Don't Want You Back | artist: Bakermat | time: 3:29 | link: www.youtube.com/watch?v=kxwGbiygPD8
title: Make Me Wanna | artist: SELVA & Zerky | time: 2:54 | link: www.youtube.com/watch?v=fSl2lAuy6wY
title: Meet Me | artist: Mickey Valen | time: 3:14 | link: www.youtube.com/watch?v=6agNNAJ4JEo
title: Don't be Scared | artist: Liu | time: 3:50 | link: www.youtube.com/watch?v=8QSaSbUVinA
title: Girls Girls | artist: Icona Pop | time: 2:50 | link: www.youtube.com/watch?v=V1u7IMcpCRw
title: Nights With You | artist: MØ | time: 3:13 | link: www.youtube.com/watch?v=qeM8NkLwhdU
title: Infinity | artist: Sound Of Legend | time: 2:49 | link: www.youtube.com/watch?v=4B2puzZB4dw
title: Pirate | artist: Liu & GenX | time: 3:44 | link: www.youtube.com/watch?v=QSWPUfNYgUs
title: Save A Little Love | artist: Don Diablo | time: 3:23 | link: www.youtube.com/watch?v=k4LphhTa_xg
title: That's What I Like | artist: Bruno Mars | time: 3:16 | link: www.youtube.com/watch?v=UJtFM69pz80
title: Let's Go | artist: Lucas & Steve x Mike Williams x Curbi | time: 3:17 | link: www.youtube.com/watch?v=nMEPIZIWGEA
title: Symphony | artist: Clean Bandit | time: 2:40 | link: www.youtube.com/watch?v=2yfJeXBoKZ4
title: Light | artist: San Holo | time: 3:56 | link: www.youtube.com/watch?v=uOFTqVi-qp4
title: FUEGO | artist: Alok & Bhaskar | time: 3:41 | link: www.youtube.com/watch?v=VQ2EyU75p2o
title: Let's Hurt Tonight | artist: OneRepublic | time: 3:48 | link: www.youtube.com/watch?v=CF_J_6ttIew
title: Byte | artist: Martin Garrix & Brooks | time: 3:51 | link: www.youtube.com/watch?v=zH9sXggRlxc
title: Take Off | artist: Møme | time: 2:40 | link: www.youtube.com/watch?v=TxLmO0h9GO0
title: With You | artist: Otto Knows | time: 3:06 | link: www.youtube.com/watch?v=sZTJD-cPjos
title: Intensify | artist: LIVIT | time: 3:58 | link: www.youtube.com/watch?v=sTAw2xhvE5o
title: Summer with Lele Pons | artist: Marshmello | time: 2:51 | link: www.youtube.com/watch?v=2vMH8lITTCE
title: Scared To Be Lonely | artist: Martin Garrix & Dua Lipa | time: 3:51 | link: www.youtube.com/watch?v=e2vBLd5Egnk
title: Love Is All We Need | artist: FTampa, Anne M. | time: 3:23 | link: www.youtube.com/watch?v=u5CCrPeIfFk
title: Paris | artist: The Chainsmokers | time: 3:43 | link: www.youtube.com/watch?v=fRNkQH4DVg8
title: Old Friends | artist: Jasmine Thompson | time: 2:54 | link: www.youtube.com/watch?v=Y8kW5Qv52m8
title: Temple | artist: Liu & Zerky | time: 6:13 | link: www.youtube.com/watch?v=-R_-5aIeUbY
title: Hunter | artist: Galantis | time: 3:24 | link: www.youtube.com/watch?v=n-TmZYLsdoQ
title: SEASONS produced by COSTI | artist: SHAGGY feat OMI | time: 3:40 | link: www.youtube.com/watch?v=GR0UpEwKQr0
title: Do You Love Me | artist: Jay Sean | time: 3:21 | link: www.youtube.com/watch?v=MSP_nLMkCeA
title: You Found Me | artist: DVBBS | time: 3:00 | link: www.youtube.com/watch?v=9VfAqXBJMwQ
title: On My Way | artist: Cammora | time: 3:06 | link: www.youtube.com/watch?v=sFZ1vgC2Sr0
title: Everybody | artist: Illusionize & Victor Lou | time: 3:07 | link: www.youtube.com/watch?v=Pn8BzT_vyic
title: I Hear You | artist: Vicetone | time: 2:42 | link: www.youtube.com/watch?v=S3sMVliQsFY
title: On My Mind | artist: 3LAU | time: 3:09 | link: www.youtube.com/watch?v=FxhyzYz0PfI
title: Wave Your Flag | artist: Afrojack | time: 3:40 | link: www.youtube.com/watch?v=vy2OM3e5tUE
title: Call On Me | artist: Starley | time: 2:40 | link: www.youtube.com/watch?v=GuWoVfbTfWM
title: Living On The Outside | artist: Bruno Martini | time: 3:08 | link: www.youtube.com/watch?v=rjNGd6CQIck
title: Why Don't U Love | artist: Vintage Culture, Selva & Lazy Bear | time: 3:35 | link: www.youtube.com/watch?v=hIZYMJMzbCU
title: Run Up | artist: Major Lazer | time: 3:49 | link: www.youtube.com/watch?v=s616v2pSWDU
title: Playground | artist: Cascada | time: 3:26 | link: www.youtube.com/watch?v=glRpL9fmxMA
title: Hallucinations | artist: R3HAB | time: 2:57 | link: www.youtube.com/watch?v=139x5NvOCPU
title: Livin’ The Life | artist: Ananya Birla | time: 4:07 | link: www.youtube.com/watch?v=iQDXkdH9sbE
title: Millionen Farben | artist: Gestört aber GeiL feat. Voyce | time: 3:20 | link: www.youtube.com/watch?v=Ri2b6hOyYx8
title: Places | artist: Martin Solveig | time: 4:15 | link: www.youtube.com/watch?v=NJlOmDWyoA8
title: Pepper Spray | artist: Dawin | time: 4:35 | link: www.youtube.com/watch?v=n-OioSh9Gcg
title: Say Less | artist: Dillon Francis | time: 3:24 | link: www.youtube.com/watch?v=hMsali_fAm8
title: Give Em What They Came For | artist: Borgeous, Tre Sera | time: 4:09 | link: www.youtube.com/watch?v=aHsrS1wClNw
title: Feel Good | artist: Gryffin, Illenium | time: 4:07 | link: www.youtube.com/watch?v=gBkWR-WfEeU
title: The Best | artist: Mangchi | time: 4:37 | link: www.youtube.com/watch?v=I32cWTQrXMo
title: Voodoo Song | artist: Willy William | time: 3:33 | link: www.youtube.com/watch?v=1CXrYuLRmgM
title: i hate u, i love u | artist: gnash | time: 3:48 | link: www.youtube.com/watch?v=kMIRSqGvkyE
title: Show Me the Way | artist: Marco & Seba feat. INNA | time: 3:51 | link: www.youtube.com/watch?v=JvLjXLjhRkA
title: Mission | artist: Joe Weller | time: 4:03 | link: www.youtube.com/watch?v=f_xb72CyaNY
title: Turn Back Time | artist: Deorro | time: 3:57 | link: www.youtube.com/watch?v=FWLqXS3l7to
title: Almost Mine | artist: Wankelmut, Charlotte OC | time: 3:19 | link: www.youtube.com/watch?v=xGGEzd44KBg
title: 9 | artist: Cashmere Cat | time: 4:38 | link: www.youtube.com/watch?v=t5p5uCgY-tY
title: Back For More | artist: Feder | time: 4:20 | link: www.youtube.com/watch?v=FvDk9paBf9I
title: City On Lockdown | artist: Yellow Claw | time: 3:16 | link: www.youtube.com/watch?v=db0A0Jt2Al4
title: Headlong | artist: R.I.O. | time: 3:14 | link: www.youtube.com/watch?v=d_11fwrn6Ow
title: On Our Own | artist: Showtek & Brooks | time: 3:45 | link: www.youtube.com/watch?v=5OfMAS0Zgvw
title: Heavy | artist: Linkin Park ft. Kiiara | time: 3:30 | link: www.youtube.com/watch?v=BHzvQ-7uB3k
title: Wash Away | artist: Wilkinson | time: 3:22 | link: www.youtube.com/watch?v=USFHnq-ENLs
title: Without U | artist: Steve Aoki & DVBBS | time: 3:42 | link: www.youtube.com/watch?v=CIaDfojElV8
title: Smile | artist: Boostee | time: 2:52 | link: www.youtube.com/watch?v=VrlWPMDi2Io
title: Chasing Highs | artist: ALMA | time: 3:30 | link: www.youtube.com/watch?v=w6DukrYK5wQ
title: Show You Love | artist: KATO, Sigala | time: 3:09 | link: www.youtube.com/watch?v=ln0nftMJq0U
title: Open Your Eyes | artist: Sam Feldt & Hook N Sling | time: 3:11 | link: www.youtube.com/watch?v=JB4OBcXklr4
title: SHED A LIGHT | artist: ROBIN SCHULZ & DAVID GUETTA & CHEAT CODES | time: 3:13 | link: www.youtube.com/watch?v=vdI0JLVhdYc
title: I Love You | artist: Axwell Λ Ingrosso | time: 3:21 | link: www.youtube.com/watch?v=2JzttfbZWpQ
title: Redrum | artist: Era Istrefi | time: 2:53 | link: www.youtube.com/watch?v=_6x8tfpc0z0
title: Rich Boy | artist: Galantis | time: 3:22 | link: www.youtube.com/watch?v=jDvPGJX-HbE
title: Light Years | artist: Yellow Claw | time: 2:38 | link: www.youtube.com/watch?v=k5pjOraSvYw
title: I Feel It Coming | artist: The Weeknd | time: 4:58 | link: www.youtube.com/watch?v=qFLhGq0060w
title: One More Weekend | artist: Audien x MAX | time: 3:31 | link: www.youtube.com/watch?v=9d5LyLX_Qok
title: Can't Have | artist: Pitbull | time: 3:38 | link: www.youtube.com/watch?v=VZGwnMPWvoQ
title: Feel Alive | artist: Lucas & Steve x Pep & Rash | time: 2:52 | link: www.youtube.com/watch?v=klbV7SVn31U
title: Back To Me | artist: KSHMR & Crossnaders ft. Micky Blue | time: 3:02 | link: www.youtube.com/watch?v=hWdovALEen0
title: Falling | artist: Alesso | time: 3:33 | link: www.youtube.com/watch?v=YVPrCdChOAk
title: Brand New Day Lyric Video | artist: Redfoo | time: 2:51 | link: www.youtube.com/watch?v=jGqemKV8qTU
title: Gimme Gimme | artist: INNA | time: 3:08 | link: www.youtube.com/watch?v=S5duHVHibME
title: I Hear You Calling | artist: DJ Licious | time: 3:27 | link: www.youtube.com/watch?v=USIBP2inles
title: Down | artist: Marian Hill | time: 3:28 | link: www.youtube.com/watch?v=DpMfP6qUSBo
title: Blue Suede Shoes | artist: Komodo | time: 3:42 | link: www.youtube.com/watch?v=CpaaHXDaRgU
title: Castle On The Hill | artist: Ed Sheeran | time: 3:34 | link: www.youtube.com/watch?v=skoF2tEXBxE
title: All or Nothing | artist: Lost Frequencies | time: 2:41 | link: www.youtube.com/watch?v=IeEAibtLrD8
title: Young | artist: The Chainsmokers | time: 3:47 | link: www.youtube.com/watch?v=fS7OffmLrf0
title: Denkmal | artist: Stereoact | time: 3:09 | link: www.youtube.com/watch?v=dKvwZiR_YeM
title: Chasing Colors | artist: Marshmello x Ookay | time: 3:14 | link: www.youtube.com/watch?v=zInL1ZUPu7s
title: Alone | artist: Marshmello | time: 3:20 | link: www.youtube.com/watch?v=ALZHF5UqnU4
title: Hey Baby | artist: Dimitri Vegas & Like Mike vs Diplo | time: 3:16 | link: www.youtube.com/watch?v=kIll0-AyMa0
title: Drunk on You | artist: GEKO | time: 2:58 | link: www.youtube.com/watch?v=yGdS3ecG2dI
title: By Your Side | artist: Jonas Blue | time: 3:25 | link: www.youtube.com/watch?v=AQ4MQ_uhBSs
